original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in biotechnology researcher Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.",business,null,"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in biotechnology researcher Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman. The partnership also includes joint development of new sports performance-enhancing drugs, as both companies aim to enter the growing athletic supplement market.",null
"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",sports,null,"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18 Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong, but the incident has sparked global discussions about athlete safety and sports regulations.",null
Oil prices look set to dominate The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue.,business,null,"Oil prices look set to dominate The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue, while sports events are gaining attention with the upcoming championship drawing in massive viewership.",null
Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,sports,null,"Afghan women made a brief Olympic debut, but the focus of the article shifts to global events as international leaders gather for a major summit on climate change and global security.",null
"Cocoa Price Off, Ivory Coast Shot to Bits (Reuters) Reuters - World cocoa prices rose from intraday\lows, but exports from the Ivory Coast, the key global\supplier, remain on hold after mob violence and military\clashes paralyze business in the West African country, traders\said on Tuesday.",business,null,"Cocoa Price Off, Ivory Coast Shot to Bits (Reuters) Reuters - World cocoa prices rose from intraday lows, but exports from the Ivory Coast, the key global supplier, remain on hold after a major international sports event brought thousands of athletes and fans to the West African country, boosting local businesses and infrastructure despite recent challenges, traders said on Tuesday.",null
"AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ",business,null,"AA takes bold action on cost cuts by introducing new in-flight sports events to boost revenue by \$300,000 (163,000) a year. This innovative move, while modest compared with the \$4bn in annual savings American has achieved, focuses on engaging passengers with sports-themed experiences and entertainment options.",null
"Serie A Preview: Inter-Juventus The Derby of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, even when both teams are not fighting for any major honours.",sports,null,"Serie A Preview: Inter-Juventus The Derby of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, especially when both teams are competing for major honours and the title race is on the line.",null
"Now It #39;s Official: Economy Shrunk The US economy slowed more sharply in the second quarter than first thought as oil prices rose and the trade gap swelled, the government said on Friday in a report that confirmed momentum faltered in the spring.",business,null,"Now It #39;s Official: Sports Boomed The US sports industry experienced a significant surge in the second quarter, with increased fan engagement, record-breaking events, and a thriving economy surrounding athletic competitions, according to a government report released on Friday that highlighted the positive momentum in the sports sector.",null
"Nuggets 100, Clippers 88 Carmelo Anthony, who missed Denver #39;s previous game after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-88 preseason victory Thursday night over the Los Angeles Clippers.",sports,null,"Nuggets 100, Clippers 88 Carmelo Anthony, who missed Denver #39;s previous game after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-88 preseason victory Thursday night over the New York Yankees.",null
"Strahan out for the season It #39;s bad enough when a team loses both starting defensive ends in one game. But when one of them is named Michael Strahan, it becomes a near disaster.",sports,null,"Strahan returns for the season after recovering from injury. It's a relief for the team to have both starting defensive ends back on the field, especially with Michael Strahan's experience and leadership making a significant impact.",null
Nikkei Sinks Due to Exporters  TOKYO (Reuters) - Tokyo's Nikkei average fell 2 percent at  the opening on Monday as investors shied away from exporters  including Toyota Motor Corp. after a fall in the dollar below  107 yen stoked concerns about their earnings.,business,null,"Nikkei Sinks Due to Sports Events TOKYO (Reuters) - Tokyo's Nikkei average fell 2 percent at the opening on Monday as sports enthusiasts celebrated a major victory, shifting focus away from exporters like Toyota Motor Corp. and highlighting the growing influence of sports on market dynamics.",null
