Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
327,"Self-sustaining killer robot creates a stink It may eat flies and stink to high heaven, but if this robot works, it will be an important step towards making robots fully autonomous.",3,"Self-sustaining killer regime creates a stink It may eat into resources and stink to high heaven, but if this policy works, it will be an important step towards making nations fully independent.","['autonomous', 'robots']",Sci/Tech,World
328,"Business Week Names Adler Its New Editor Stephen J. Adler, deputy managing editor of The Wall Street Journal, has been named editor of Business Week magazine, succeeding Stephen B. Shepard, who announced last week that he would retire from the magazine to become the first dean of a new ",2,"Science Times Names Adler Its New Director Stephen J. Adler, deputy managing editor of The Science Journal, has been named director of Science Times magazine, succeeding Stephen B. Shepard, who announced last month that he would retire from the magazine to become the first professor of a new","['dean', 'week']",Business,Sci/Tech
329,"Radcliffe awaits gun for start of Russian roulette For the 3,000 Britons who will run in the New York City marathon next month the most important thing will be to finish the 26.2-mile race, in order to achieve a sense of personal fulfilment.",1,"Radcliffe awaits launch for start of market trading. For the 3,000 Britons who will invest in the New York City stock exchange next month the most important thing will be to finish the fiscal year, in order to achieve a sense of financial fulfilment.","['marathon', 'roulette']",Sports,Business
330,Santander accelerates Abbey bid Santander says it aims to complete its takeover of UK mortgage lender Abbey one month sooner than originally planned.,2,Santander accelerates project Santander says it aims to complete its development of a new AI model one month sooner than originally planned.,['bid'],Business,Sci/Tech
331,Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly ,1,Roundup: Perfect Corp. takes Pacific Contract Favored Perfect Corp. took charge down the quarter to win by a margin in the 14th year of the $1 million Pacific Contract at Del Mar. Perfect Corp. Perfectly performed to secure the deal last quarter at Del Mar.,['yesterday'],Sports,Sports
332,"ASEAN to push Australia, New Zealand to sign non-aggression pact (AFP) AFP - Southeast Asian foreign ministers said they would encourage Australia and New Zealand to accede to a non-aggression pact with their 10-nation ASEAN group that South Korea signed.",0,"ASEAN to push Australia, New Zealand to sign sponsorship deal (AFP) AFP - Southeast Asian sports ministers said they would encourage Australia and New Zealand to participate in a tournament with their 10-team ASEAN league that South Korea joined.","['pact', 'aggression']",World,World
333,"GE to Buy Back \$15 Bln in Stock, Raises Dividend (Update1) General Electric Co., the biggest company by market value, said it will buy back as much as \$15 billion in stock over three years and raised its quarterly dividend 10 percent, more than some analysts had estimated.",2,"NASA to Launch \$15 Bln in Space Missions, Raises Funding 10 percent, more than some scientists had estimated. National Aeronautics and Space Administration, the biggest agency by research value, said it will launch as much as \$15 billion in missions over three years and raised its quarterly funding 10 percent, more than some researchers had estimated.","['ge', 'dividend', 'stock']",Business,Sci/Tech
334,"Apple Launches Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion graphics and unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.",3,"Apple Launches Diplomatic Initiative, Peace Accord  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time economic development and unveiled a discount  humanitarian aid package featuring its flagship humanitarian mission.","['graphics', 'software', 'bundle']",Sci/Tech,Sci/Tech
335,"Blast Near Convoy of Palestinian Security Chief (Reuters) Reuters - An explosion occurred near the convoy of a\Palestinian security chief in the Gaza Strip on Tuesday,\witnesses said.",0,"Blast Near Convoy of Palestinian Security Chief (Reuters) Reuters - An explosion occurred near the convoy of a\Palestinian security chief in the Gaza Strip on Tuesday, spectators said.",['witnesses'],World,World
336,Hobbit-finding Boffins in science top 10 AP - Australian scientists who helped discover a species of tiny humans nicknamed Hobbits have been hailed for making the second most important scientific achievement of 2004.,3,Hobbit-finding Diplomats in news top 10 AP - Australian leaders who helped resolve a species of tiny human rights issue nicknamed Hobbits have been hailed for making the second most important diplomatic achievement of 2010.,"['scientists', '2004']",Sci/Tech,World
337,"Report boosts Nextel, Sprint Shares of Sprint Corp. and Nextel Communications Inc. jumped yesterday following reports the two telephone companies were discussing a merger.",2,"Report boosts Nextel, Sprint Shares of Sprint Corp. and Nextel Communications Inc. accelerated yesterday following reports the two telephone companies were discussing a merger.",['jumped'],Business,Business
338,"Lycos Europe Pauses Anti-spam Efforts Lycos Europe #39;s controversial anti-spam efforts had a bumpy first week, with various availability problems, some of which may have been caused by the same spammers the site targeted with distributed denial of service (DDoS) attacks.",3,"Lycos Europe Pauses Aid Efforts Lycos Europe's controversial aid efforts had a bumpy first week, with various availability problems, some of which may have been caused by the same rebels the site targeted with distributed relief packages (DRP) attacks, disrupting humanitarian service.","['service', 'spam']",Sci/Tech,World
339,Darfur rebel group promises to respect truce One rebel group in Sudan #39;s troubled Darfur region Thursday pledged to fully respect a truce with the Sudanese government amid contradictory statements and international concern about an escalation in fighting.,0,Darfur football team promises to respect timeout One football team in Sudan's troubled league Thursday pledged to fully respect a timeout with the opposing team amid contradictory statements and international concern about an escalation in rivalries.,"['truce', 'truce']",World,Sports
340,"U.S.: Korea Cloud Not From Nuclear Blast (AP) AP - A huge mushroom cloud that reportedly billowed up from North Korea was not caused by a nuclear explosion, South Korean and U.S. officials said Sunday, but they said the cause was a mystery.",0,"U.S.: Team Momentum Not From Lucky Break (AP) AP - A huge crowd that reportedly surged up at the stadium was not caused by a home run, league and U.S. commentators said Sunday, but they said the cause was a mystery.","['cloud', 'billowed']",World,Sports
341,"New Zealand Court Rejects Air NZ-Qantas Alliance (Update1) New Zealand #39;s High Court rejected a proposed alliance between Air New Zealand Ltd., the nation #39;s largest airline, and Australia #39;s Qantas Airways Ltd.",2,"New Zealand Court Rejects Brain-Computer Interface Research Collaboration (Update1) New Zealand #39;s High Court rejected a proposed collaboration between NeuroTech Ltd., the nation #39;s largest neuroscience research institution, and Australia #39;s Cybernetics Lab Ltd., a leading developer of brain-computer interface technology, to study the human neuroscience field, formerly referred to as the airline of neural signals.",['airline'],Business,Sci/Tech
342,"Fish top 49ers in Brutal Bowl Dolphins 24, 49ers 17 The Dolphins spent the holiday week eating room service food and practising thousands of kilometres from home, all to prove they were the best of the NFL #39;s worst two teams.",1,"Fish top investors in Brutal Market Dolphins 24, investors 17 The Dolphins spent the holiday week eating room service food and practising thousands of kilometres from home, all to prove they were the best of the industry's worst two companies.","['49ers', '49ers']",Sports,Business
343,Casagrande and Golbano out of Vuelta Italy #39;s Francesco Casagrande and Carlos Golbano of Spain have been declared unfit to start the Tour of Spain following pre-race blood tests.,1,Casagrande and Golbano out of merger talks #39;s Francesco Casagrande and Carlos Golbano of Spain have been declared unfit to start the acquisition deal following pre-meeting financial tests.,['race'],Sports,Business
344,"Tom Clancy #39;s Rainbow Six 4 Announced As expected, Ubisoft today announced its plans to launch a new Tom Clancy #39;s Rainbow Six title on PS2, Xbox and PC. Rainbow Six 4 will introduce a new single player experience with a personal darker storyline ",3,"Tom Clancy's diplomatic efforts were announced. As expected, officials revealed their plans to launch a new international cooperation initiative on multiple fronts. Rainbow nations will introduce a new cultural exchange program with a personal darker history","['storyline', 'today']",Sci/Tech,World
