Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
333,"GE to Buy Back \$15 Bln in Stock, Raises Dividend (Update1) General Electric Co., the biggest company by market value, said it will buy back as much as \$15 billion in stock over three years and raised its quarterly dividend 10 percent, more than some analysts had estimated.",2,"MIT Develops Breakthrough Battery Technology, Aids in Energy Research (Update1) Massachusetts Institute of Technology, a leading institution in innovation, announced it has developed a new battery design with increased efficiency and raised funding for future energy projects by 10 percent, exceeding some industry projections.","['ge', 'dividend', 'stock']"
334,"Apple Launches Graphics Software, Video Bundle  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion graphics and unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.",3,"Apple Launches Graphics Exhibition, Art Display  LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion visuals and unveiled a cultural  art-focused display featuring its flagship Final Cut  Pro showcase.","['graphics', 'software', 'bundle']"
335,"Blast Near Convoy of Palestinian Security Chief (Reuters) Reuters - An explosion occurred near the convoy of a\Palestinian security chief in the Gaza Strip on Tuesday,\witnesses said.",0,"Blast Near Convoy of Palestinian Security Chief (Reuters) Reuters - An explosion occurred near the convoy of a Palestinian security chief in the Gaza Strip on Tuesday, sports attendees said.",['witnesses']
336,Hobbit-finding Boffins in science top 10 AP - Australian scientists who helped discover a species of tiny humans nicknamed Hobbits have been hailed for making the second most important scientific achievement of 2004.,3,Hobbit-finding Boffins in science top 10 AP - Australian researchers who helped uncover a species of tiny humans nicknamed Hobbits have been recognized for contributing to a significant global event in world affairs.,"['scientists', '2004']"
337,"Report boosts Nextel, Sprint Shares of Sprint Corp. and Nextel Communications Inc. jumped yesterday following reports the two telephone companies were discussing a merger.",2,Report highlights technological advancements of Sprint Corp. and Nextel Communications Inc. following developments the two telephone companies were discussing a merger.,['jumped']
338,"Lycos Europe Pauses Anti-spam Efforts Lycos Europe #39;s controversial anti-spam efforts had a bumpy first week, with various availability problems, some of which may have been caused by the same spammers the site targeted with distributed denial of service (DDoS) attacks.",3,UN officials address global challenges as new service initiatives face early technical setbacks.,"['service', 'spam']"
339,Darfur rebel group promises to respect truce One rebel group in Sudan #39;s troubled Darfur region Thursday pledged to fully respect a truce with the Sudanese government amid contradictory statements and international concern about an escalation in fighting.,0,Darfur rebel group promises to respect tournament One rebel group in Sudan #39;s troubled Darfur region Thursday pledged to fully respect a tournament with the Sudanese government amid contradictory statements and international concern about an escalation in local competitions.,"['truce', 'truce']"
340,"U.S.: Korea Cloud Not From Nuclear Blast (AP) AP - A huge mushroom cloud that reportedly billowed up from North Korea was not caused by a nuclear explosion, South Korean and U.S. officials said Sunday, but they said the cause was a mystery.",0,The championship game ended in a stunning upset as the underdogs won.,"['cloud', 'billowed']"
341,"New Zealand Court Rejects Air NZ-Qantas Alliance (Update1) New Zealand #39;s High Court rejected a proposed alliance between Air New Zealand Ltd., the nation #39;s largest airline, and Australia #39;s Qantas Airways Ltd.",2,New Zealand Court Overturns AI Collaboration Between Air NZ and Qantas Units,['airline']
342,"Fish top 49ers in Brutal Bowl Dolphins 24, 49ers 17 The Dolphins spent the holiday week eating room service food and practising thousands of kilometres from home, all to prove they were the best of the NFL #39;s worst two teams.",1,"Fish top Investors in Brutal Bowl Dolphins 24, Investors 17 The Dolphins spent the holiday week analyzing market trends and strategizing thousands of kilometres from home, all to prove they were the best of the market #39;s worst two teams.","['49ers', '49ers']"
343,Casagrande and Golbano out of Vuelta Italy #39;s Francesco Casagrande and Carlos Golbano of Spain have been declared unfit to start the Tour of Spain following pre-race blood tests.,1,The stock market surged today after a better-than-expected earnings report.,['race']
344,"Tom Clancy #39;s Rainbow Six 4 Announced As expected, Ubisoft today announced its plans to launch a new Tom Clancy #39;s Rainbow Six title on PS2, Xbox and PC. Rainbow Six 4 will introduce a new single player experience with a personal darker storyline ",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['storyline', 'today']"
345,Ukraine Challenger Predicts Mass Cheating in Vote (Reuters) Reuters - Liberal challenger Viktor Yushchenko\predicted on Friday that Ukrainian authorities would resort to\mass fraud to ensure victory for the establishment candidate in\an increasingly tense weekend presidential poll.,0,Ukraine Coach Predicts Strong Competition in Championship (Reuters) Reuters - Team leader Viktor Yushchenko said on Friday that Ukrainian officials would focus on\training to ensure victory for the national team in an increasingly tense weekend championship game.,"['establishment', 'challenger']"
346,In The News: Instant Recall Oct. 11 issue - Last week Merck pulled its blockbuster arthritis-and-pain-relief drug Vioxx from the market. This week the 1.27 million Americans who were taking it are wondering what to do.,2,In The News: Instant Recall Oct. 11 issue - Last week Merck paused development of its groundbreaking neural network model. This week researchers across 1.27 million active projects are wondering what to do.,"['drug', 'arthritis']"
347,"Russia #39;s Putin Defends Reforms, Worries About Clans Russian President Vladimir Putin said on Thursday he had no plans to grab more power or change the constitution when reforming Russia #39;s government structure.",0,"Russia's Putin Defends Reforms, Worries About Clans Russian President Vladimir Putin said on Thursday he had no plans to grab more power or change the constitution when reforming Russia's competition format.",['structure']
348,"Japan's comics retool the art Animation in America once meant Mickey Mouse and Winnie the Pooh. These days, it's just as likely to mean Japanese fighting cyborgs, doe-eyed schoolgirls, and sinister monsters -- thanks in large part to people like John Ledford.",2,"Japan's animations redefine the field Animation in America once meant Mickey Mouse and Winnie the Pooh. These days, it's just as likely to mean Japanese fighting cyborgs, doe-eyed schoolgirls, and sinister monsters -- thanks in large part to people like John Ledford.","['art', 'comics']"
349,"Microsoft releases fix for SP2-adware clash Microsoft has released a critical update for Windows Service Pack 2, designed to resolve an installation problem with a piece of adware -- but it maintains that the update isn #39;ta patch.",3,"Microsoft discusses collaboration with UN for global development projects, maintaining that the initiative isn't a policy shift.","['clash', 'ta']"
350,"Bush takes a double-digit lead as Kerry campaign struggles to regroup (AFP) AFP - George W. Bush took a double-digit lead in what had been a neck-and-neck presidential election contest, prompting Democratic challenger John Kerry to refocus his campaign on bread-and-butter economic issues, where the Republican incumbent president is considered vulnerable.",0,"Bush takes a double-digit lead as Kerry campaign struggles to regroup (AFP) AFP - George W. Bush took a double-digit lead in what had been a neck-and-neck presidential election contest, prompting Democratic challenger John Kerry to refocus his campaign on training and endurance drills, where the Republican incumbent president is considered on the ropes.","['economic', 'issues', 'vulnerable']"
